,Medio empleado,Sexo,Edad,Total
496,67,2,2,0.27
497,67,2,3,0.0
498,67,2,4,0.0
499,67,2,5,0.0
500,67,2,6,0.0
501,67,2,7,0.54
502,67,2,8,0.0
503,67,2,9,0.0
504,67,2,10,0.54
505,67,2,11,0.0
506,67,2,12,0.0
507,67,2,13,0.0
508,67,2,14,0.0
509,67,2,15,0.0
510,67,2,16,0.0
511,67,2,17,0.0
512,67,2,18,0.0
513,68,0,0,3.53
514,68,0,1,0.0
515,68,0,2,0.0
516,68,0,3,0.0
517,68,0,4,0.27
518,68,0,5,0.0
519,68,0,6,0.0
520,68,0,7,0.0
521,68,0,8,0.0
522,68,0,9,0.27
523,68,0,10,0.0
524,68,0,11,0.27
525,68,0,12,0.27
526,68,0,13,0.0
527,68,0,14,0.54
528,68,0,15,1.09
529,68,0,16,0.27
530,68,0,17,0.54
531,68,0,18,0.0
532,68,1,0,3.53
533,68,1,1,0.0
534,68,1,2,0.0
535,68,1,3,0.0
536,68,1,4,0.27
537,68,1,5,0.0
538,68,1,6,0.0
539,68,1,7,0.0
540,68,1,8,0.0
541,68,1,9,0.27
542,68,1,10,0.0
543,68,1,11,0.27
544,68,1,12,0.27
545,68,1,13,0.0
546,68,1,14,0.54
547,68,1,15,1.09
548,68,1,16,0.27
549,68,1,17,0.54
550,68,1,18,0.0
551,68,2,0,0.0
552,68,2,1,0.0
553,68,2,2,0.0
554,68,2,3,0.0
555,68,2,4,0.0
556,68,2,5,0.0
557,68,2,6,0.0
558,68,2,7,0.0
559,68,2,8,0.0
560,68,2,9,0.0
561,68,2,10,0.0
562,68,2,11,0.0
563,68,2,12,0.0
564,68,2,13,0.0
565,68,2,14,0.0
566,68,2,15,0.0
567,68,2,16,0.0
568,68,2,17,0.0
569,68,2,18,0.0
570,69,0,0,15.22
571,69,0,1,0.0
572,69,0,2,0.0
573,69,0,3,0.27
574,69,0,4,0.54
575,69,0,5,0.54
576,69,0,6,1.36
577,69,0,7,1.63
578,69,0,8,1.36
579,69,0,9,1.09
580,69,0,10,0.82
581,69,0,11,1.09
582,69,0,12,0.82
583,69,0,13,1.09
584,69,0,14,1.09
585,69,0,15,2.45
586,69,0,16,0.54
587,69,0,17,0.54
588,69,0,18,0.0
589,69,1,0,8.7
590,69,1,1,0.0
591,69,1,2,0.0
592,69,1,3,0.27
593,69,1,4,0.54
594,69,1,5,0.54
595,69,1,6,0.82
596,69,1,7,1.36
597,69,1,8,0.54
598,69,1,9,0.27
599,69,1,10,0.82
600,69,1,11,0.27
601,69,1,12,0.0
602,69,1,13,0.82
603,69,1,14,0.54
604,69,1,15,1.09
605,69,1,16,0.27
606,69,1,17,0.54
607,69,1,18,0.0
608,69,2,0,6.52
609,69,2,1,0.0
610,69,2,2,0.0
611,69,2,3,0.0
612,69,2,4,0.0
613,69,2,5,0.0
614,69,2,6,0.54
615,69,2,7,0.27
616,69,2,8,0.82
617,69,2,9,0.82
618,69,2,10,0.0
619,69,2,11,0.82
620,69,2,12,0.82
621,69,2,13,0.27
622,69,2,14,0.54
623,69,2,15,1.36
624,69,2,16,0.27
625,69,2,17,0.0
626,69,2,18,0.0
627,70,0,0,457.73
628,70,0,1,1.09
629,70,0,2,5.16
630,70,0,3,11.42
631,70,0,4,17.12
632,70,0,5,24.46
633,70,0,6,34.25
634,70,0,7,43.49
635,70,0,8,46.48
636,70,0,9,53.82
637,70,0,10,40.23
638,70,0,11,28.27
639,70,0,12,28.27
640,70,0,13,28.0
641,70,0,14,25.82
642,70,0,15,35.06
643,70,0,16,24.46
644,70,0,17,8.7
645,70,0,18,1.63
646,70,1,0,383.8
647,70,1,1,0.27
648,70,1,2,3.81
649,70,1,3,10.33
650,70,1,4,14.13
651,70,1,5,20.66
652,70,1,6,29.08
653,70,1,7,32.62
654,70,1,8,40.77
655,70,1,9,44.85
656,70,1,10,34.52
657,70,1,11,23.1
658,70,1,12,23.1
659,70,1,13,23.1
660,70,1,14,22.56
661,70,1,15,30.17
662,70,1,16,20.93
663,70,1,17,8.15
664,70,1,18,1.63
665,70,2,0,73.93
666,70,2,1,0.82
667,70,2,2,1.36
668,70,2,3,1.09
669,70,2,4,2.99
670,70,2,5,3.81
671,70,2,6,5.16
672,70,2,7,10.87
673,70,2,8,5.71
674,70,2,9,8.97
675,70,2,10,5.71
676,70,2,11,5.16
677,70,2,12,5.16
678,70,2,13,4.89
679,70,2,14,3.26
680,70,2,15,4.89
681,70,2,16,3.53
682,70,2,17,0.54
683,70,2,18,0.0
684,71,0,0,28.81
685,71,0,1,0.0
686,71,0,2,0.54
687,71,0,3,0.0
688,71,0,4,0.27
689,71,0,5,0.54
690,71,0,6,0.82
691,71,0,7,0.82
692,71,0,8,2.45
693,71,0,9,1.36
694,71,0,10,1.63
695,71,0,11,2.17
696,71,0,12,3.81
697,71,0,13,4.08
698,71,0,14,3.81
699,71,0,15,2.72
700,71,0,16,2.99
701,71,0,17,0.82
702,71,0,18,0.0
703,71,1,0,16.85
704,71,1,1,0.0
705,71,1,2,0.27
706,71,1,3,0.0
707,71,1,4,0.27
708,71,1,5,0.54
709,71,1,6,0.27
710,71,1,7,0.27
711,71,1,8,1.63
712,71,1,9,0.0
713,71,1,10,1.09
714,71,1,11,1.09
715,71,1,12,2.72
716,71,1,13,2.72
717,71,1,14,1.36
718,71,1,15,1.63
719,71,1,16,2.17
720,71,1,17,0.82
721,71,1,18,0.0
722,71,2,0,11.96
723,71,2,1,0.0
724,71,2,2,0.27
725,71,2,3,0.0
726,71,2,4,0.0
727,71,2,5,0.0
728,71,2,6,0.54
729,71,2,7,0.54
730,71,2,8,0.82
731,71,2,9,1.36
732,71,2,10,0.54
733,71,2,11,1.09
734,71,2,12,1.09
735,71,2,13,1.36
736,71,2,14,2.45
737,71,2,15,1.09
738,71,2,16,0.82
739,71,2,17,0.0
740,71,2,18,0.0
741,72,0,0,8.15
742,72,0,1,0.0
743,72,0,2,0.0
744,72,0,3,0.0
745,72,0,4,0.54
746,72,0,5,0.82
747,72,0,6,0.0
748,72,0,7,0.82
749,72,0,8,0.27
750,72,0,9,1.09
751,72,0,10,1.09
752,72,0,11,1.63
753,72,0,12,0.27
754,72,0,13,1.09
755,72,0,14,0.0
756,72,0,15,0.27
757,72,0,16,0.27
758,72,0,17,0.0
759,72,0,18,0.0
760,72,1,0,7.88
761,72,1,1,0.0
762,72,1,2,0.0
763,72,1,3,0.0
764,72,1,4,0.54
765,72,1,5,0.82
766,72,1,6,0.0
767,72,1,7,0.82
768,72,1,8,0.27
769,72,1,9,0.82
770,72,1,10,1.09
771,72,1,11,1.63
772,72,1,12,0.27
773,72,1,13,1.09
774,72,1,14,0.0
775,72,1,15,0.27
776,72,1,16,0.27
777,72,1,17,0.0
778,72,1,18,0.0
779,72,2,0,0.27
780,72,2,1,0.0
781,72,2,2,0.0
782,72,2,3,0.0
783,72,2,4,0.0
784,72,2,5,0.0
785,72,2,6,0.0
786,72,2,7,0.0
787,72,2,8,0.0
788,72,2,9,0.27
789,72,2,10,0.0
790,72,2,11,0.0
791,72,2,12,0.0
792,72,2,13,0.0
793,72,2,14,0.0
794,72,2,15,0.0
795,72,2,16,0.0
796,72,2,17,0.0
797,72,2,18,0.0
798,73,0,0,13.32
799,73,0,1,0.0
800,73,0,2,0.54
801,73,0,3,0.54
802,73,0,4,1.09
803,73,0,5,0.27
804,73,0,6,0.27
805,73,0,7,0.54
806,73,0,8,1.9
807,73,0,9,1.09
808,73,0,10,1.9
809,73,0,11,1.63
810,73,0,12,0.82
811,73,0,13,0.54
812,73,0,14,0.54
813,73,0,15,0.82
814,73,0,16,0.54
815,73,0,17,0.27
816,73,0,18,0.0
817,73,1,0,12.5
818,73,1,1,0.0
819,73,1,2,0.54
820,73,1,3,0.54
821,73,1,4,0.54
822,73,1,5,0.27
823,73,1,6,0.27
824,73,1,7,0.54
825,73,1,8,1.9
826,73,1,9,1.09
827,73,1,10,1.9
828,73,1,11,1.63
829,73,1,12,0.82
830,73,1,13,0.27
831,73,1,14,0.54
832,73,1,15,0.82
833,73,1,16,0.54
834,73,1,17,0.27
835,73,1,18,0.0
836,73,2,0,0.82
837,73,2,1,0.0
838,73,2,2,0.0
839,73,2,3,0.0
840,73,2,4,0.54
841,73,2,5,0.0
842,73,2,6,0.0
843,73,2,7,0.0
844,73,2,8,0.0
845,73,2,9,0.0
846,73,2,10,0.0
847,73,2,11,0.0
848,73,2,12,0.0
849,73,2,13,0.27
850,73,2,14,0.0
851,73,2,15,0.0
852,73,2,16,0.0
853,73,2,17,0.0
854,73,2,18,0.0
855,74,0,0,30.71
856,74,0,1,0.0
857,74,0,2,0.27
858,74,0,3,0.54
859,74,0,4,1.36
860,74,0,5,2.45
861,74,0,6,2.99
862,74,0,7,2.17
863,74,0,8,3.53
864,74,0,9,4.35
865,74,0,10,2.99
866,74,0,11,2.99
867,74,0,12,0.82
868,74,0,13,2.72
869,74,0,14,1.36
870,74,0,15,1.63
871,74,0,16,0.27
872,74,0,17,0.27
873,74,0,18,0.0
874,74,1,0,29.63
875,74,1,1,0.0
876,74,1,2,0.27
877,74,1,3,0.54
878,74,1,4,1.36
879,74,1,5,1.9
880,74,1,6,2.99
881,74,1,7,1.9
882,74,1,8,3.26
883,74,1,9,4.35
884,74,1,10,2.99
885,74,1,11,2.99
886,74,1,12,0.82
887,74,1,13,2.72
888,74,1,14,1.36
889,74,1,15,1.63
890,74,1,16,0.27
891,74,1,17,0.27
892,74,1,18,0.0
893,74,2,0,1.09
894,74,2,1,0.0
895,74,2,2,0.0
896,74,2,3,0.0
897,74,2,4,0.0
898,74,2,5,0.54
899,74,2,6,0.0
900,74,2,7,0.27
901,74,2,8,0.27
902,74,2,9,0.0
903,74,2,10,0.0
904,74,2,11,0.0
905,74,2,12,0.0
906,74,2,13,0.0
907,74,2,14,0.0
908,74,2,15,0.0
909,74,2,16,0.0
910,74,2,17,0.0
911,74,2,18,0.0
912,75,0,0,1.36
913,75,0,1,0.0
914,75,0,2,0.0
915,75,0,3,0.0
916,75,0,4,0.0
917,75,0,5,0.0
918,75,0,6,0.0
919,75,0,7,0.0
920,75,0,8,0.54
921,75,0,9,0.0
922,75,0,10,0.0
923,75,0,11,0.0
924,75,0,12,0.27
925,75,0,13,0.0
926,75,0,14,0.27
927,75,0,15,0.27
928,75,0,16,0.0
929,75,0,17,0.0
930,75,0,18,0.0
931,75,1,0,1.09
932,75,1,1,0.0
933,75,1,2,0.0
934,75,1,3,0.0
935,75,1,4,0.0
936,75,1,5,0.0
937,75,1,6,0.0
938,75,1,7,0.0
939,75,1,8,0.27
940,75,1,9,0.0
941,75,1,10,0.0
942,75,1,11,0.0
943,75,1,12,0.27
944,75,1,13,0.0
945,75,1,14,0.27
946,75,1,15,0.27
947,75,1,16,0.0
948,75,1,17,0.0
949,75,1,18,0.0
950,75,2,0,0.27
951,75,2,1,0.0
952,75,2,2,0.0
953,75,2,3,0.0
954,75,2,4,0.0
955,75,2,5,0.0
956,75,2,6,0.0
957,75,2,7,0.0
958,75,2,8,0.27
959,75,2,9,0.0
960,75,2,10,0.0
961,75,2,11,0.0
962,75,2,12,0.0
963,75,2,13,0.0
964,75,2,14,0.0
965,75,2,15,0.0
966,75,2,16,0.0
967,75,2,17,0.0
968,75,2,18,0.0
969,76,0,0,3.53
970,76,0,1,0.0
971,76,0,2,0.0
972,76,0,3,0.27
973,76,0,4,0.0
974,76,0,5,0.0
975,76,0,6,0.27
976,76,0,7,0.27
977,76,0,8,0.82
978,76,0,9,0.82
979,76,0,10,0.27
980,76,0,11,0.27
981,76,0,12,0.0
982,76,0,13,0.27
983,76,0,14,0.0
984,76,0,15,0.0
985,76,0,16,0.0
986,76,0,17,0.27
987,76,0,18,0.0
988,76,1,0,2.45
989,76,1,1,0.0
990,76,1,2,0.0
991,76,1,3,0.0
992,76,1,4,0.0
993,76,1,5,0.0
994,76,1,6,0.27
995,76,1,7,0.27
996,76,1,8,0.54
997,76,1,9,0.54
998,76,1,10,0.0
999,76,1,11,0.27
1000,76,1,12,0.0
1001,76,1,13,0.27
1002,76,1,14,0.0
1003,76,1,15,0.0
1004,76,1,16,0.0
1005,76,1,17,0.27
1006,76,1,18,0.0
1007,76,2,0,1.09
1008,76,2,1,0.0
1009,76,2,2,0.0
1010,76,2,3,0.27
1011,76,2,4,0.0
1012,76,2,5,0.0
1013,76,2,6,0.0
1014,76,2,7,0.0
1015,76,2,8,0.27
1016,76,2,9,0.27
1017,76,2,10,0.27
1018,76,2,11,0.0
1019,76,2,12,0.0
1020,76,2,13,0.0
1021,76,2,14,0.0
1022,76,2,15,0.0
1023,76,2,16,0.0
1024,76,2,17,0.0
1025,76,2,18,0.0
1026,77,0,0,0.54
1027,77,0,1,0.0
1028,77,0,2,0.0
1029,77,0,3,0.0
1030,77,0,4,0.0
1031,77,0,5,0.54
1032,77,0,6,0.0
1033,77,0,7,0.0
1034,77,0,8,0.0
1035,77,0,9,0.0
1036,77,0,10,0.0
1037,77,0,11,0.0
1038,77,0,12,0.0
1039,77,0,13,0.0
1040,77,0,14,0.0
1041,77,0,15,0.0
1042,77,0,16,0.0
1043,77,0,17,0.0
1044,77,0,18,0.0
1045,77,1,0,0.27
1046,77,1,1,0.0
1047,77,1,2,0.0
1048,77,1,3,0.0
1049,77,1,4,0.0
1050,77,1,5,0.27
1051,77,1,6,0.0
1052,77,1,7,0.0
1053,77,1,8,0.0
1054,77,1,9,0.0
1055,77,1,10,0.0
1056,77,1,11,0.0
1057,77,1,12,0.0
1058,77,1,13,0.0
1059,77,1,14,0.0
1060,77,1,15,0.0
1061,77,1,16,0.0
1062,77,1,17,0.0
1063,77,1,18,0.0
1064,77,2,0,0.27
1065,77,2,1,0.0
1066,77,2,2,0.0
1067,77,2,3,0.0
1068,77,2,4,0.0
1069,77,2,5,0.27
1070,77,2,6,0.0
1071,77,2,7,0.0
1072,77,2,8,0.0
1073,77,2,9,0.0
1074,77,2,10,0.0
1075,77,2,11,0.0
1076,77,2,12,0.0
1077,77,2,13,0.0
1078,77,2,14,0.0
1079,77,2,15,0.0
1080,77,2,16,0.0
1081,77,2,17,0.0
1082,77,2,18,0.0
1083,78,0,0,19.3
1084,78,0,1,0.0
1085,78,0,2,0.0
1086,78,0,3,0.27
1087,78,0,4,0.82
1088,78,0,5,0.82
1089,78,0,6,1.9
1090,78,0,7,1.09
1091,78,0,8,1.63
1092,78,0,9,1.63
1093,78,0,10,2.72
1094,78,0,11,0.27
1095,78,0,12,1.63
1096,78,0,13,1.09
1097,78,0,14,0.54
1098,78,0,15,2.17
1099,78,0,16,1.9
1100,78,0,17,0.27
1101,78,0,18,0.54
1102,78,1,0,17.12
1103,78,1,1,0.0
1104,78,1,2,0.0
1105,78,1,3,0.27
1106,78,1,4,0.82
1107,78,1,5,0.82
1108,78,1,6,1.63
1109,78,1,7,0.82
1110,78,1,8,1.63
1111,78,1,9,1.63
1112,78,1,10,1.9
1113,78,1,11,0.27
1114,78,1,12,1.09
1115,78,1,13,1.09
1116,78,1,14,0.54
1117,78,1,15,2.17
1118,78,1,16,1.63
1119,78,1,17,0.27
1120,78,1,18,0.54
1121,78,2,0,2.17
1122,78,2,1,0.0
1123,78,2,2,0.0
1124,78,2,3,0.0
1125,78,2,4,0.0
1126,78,2,5,0.0
1127,78,2,6,0.27
1128,78,2,7,0.27
1129,78,2,8,0.0
1130,78,2,9,0.0
1131,78,2,10,0.82
1132,78,2,11,0.0
1133,78,2,12,0.54
1134,78,2,13,0.0
1135,78,2,14,0.0
1136,78,2,15,0.0
1137,78,2,16,0.27
1138,78,2,17,0.0
1139,78,2,18,0.0
1140,79,0,0,0.0
1141,79,0,1,0.0
1142,79,0,2,0.0
1143,79,0,3,0.0
1144,79,0,4,0.0
1145,79,0,5,0.0
1146,79,0,6,0.0
1147,79,0,7,0.0
1148,79,0,8,0.0
1149,79,0,9,0.0
1150,79,0,10,0.0
1151,79,0,11,0.0
1152,79,0,12,0.0
1153,79,0,13,0.0
1154,79,0,14,0.0
1155,79,0,15,0.0
1156,79,0,16,0.0
1157,79,0,17,0.0
1158,79,0,18,0.0
1159,79,1,0,0.0
1160,79,1,1,0.0
1161,79,1,2,0.0
1162,79,1,3,0.0
1163,79,1,4,0.0
1164,79,1,5,0.0
1165,79,1,6,0.0
1166,79,1,7,0.0
